,ID,Name,Gene Name,Species,Drug IDs
909,501,Alpha-1A adrenergic receptor,ADRA1A,Humans,DB00346; DB00598; DB00841; DB01136; DB06764; DB09167; DB09195
910,575,Alpha-1B adrenergic receptor,ADRA1B,Humans,DB00346; DB00598; DB00841; DB01136; DB06764; DB09167; DB09195
911,715,Alpha-1D adrenergic receptor,ADRA1D,Humans,DB00346; DB00598; DB00841; DB01136; DB06764; DB09167; DB09195
912,289,Alpha-2A adrenergic receptor,ADRA2A,Humans,DB00193; DB00217; DB06707; DB09167; DB09195
913,572,Alpha-2B adrenergic receptor,ADRA2B,Humans,DB00193; DB00217; DB06707; DB09167; DB09195
914,342,Alpha-2C adrenergic receptor,ADRA2C,Humans,DB00193; DB00217; DB06707; DB09167; DB09195
915,172,Beta-1 adrenergic receptor,ADRB1,Humans,DB00867; DB01049; DB01118; DB11273; DB11278; DB13345
916,694,Beta-2 adrenergic receptor,ADRB2,Humans,DB00867; DB01049; DB01118; DB11273; DB11278; DB13345
917,1012,Beta-3 adrenergic receptor,ADRB3,Humans,DB00867; DB01049; DB01118; DB11273; DB11278; DB13345
918,925,Alpha-1-acid glycoprotein 1,ORM1,Humans,DB01041
919,3663,Alpha-1-acid glycoprotein 2,ORM2,Humans,DB01041
920,501,Alpha-1A adrenergic receptor,ADRA1A,Humans,DB01049; DB01365; DB09205; DB11273; DB11278; DB13345
921,575,Alpha-1B adrenergic receptor,ADRA1B,Humans,DB01049; DB01365; DB09205; DB11273; DB11278; DB13345
922,715,Alpha-1D adrenergic receptor,ADRA1D,Humans,DB01049; DB01365; DB09205; DB11273; DB11278; DB13345
923,289,Alpha-2A adrenergic receptor,ADRA2A,Humans,DB01049; DB01365; DB09205; DB11273; DB11278; DB13345
924,572,Alpha-2B adrenergic receptor,ADRA2B,Humans,DB01049; DB01365; DB09205; DB11273; DB11278; DB13345
925,342,Alpha-2C adrenergic receptor,ADRA2C,Humans,DB01049; DB01365; DB09205; DB11273; DB11278; DB13345
926,20,D(1A) dopamine receptor,DRD1,Humans,DB09225; DB11274
927,145,D(1B) dopamine receptor,DRD5,Humans,DB09225; DB11274
928,92,Muscarinic acetylcholine receptor M1,CHRM1,Humans,DB00340; DB11855
929,560,Muscarinic acetylcholine receptor M2,CHRM2,Humans,DB00340; DB11855
930,45,Muscarinic acetylcholine receptor M3,CHRM3,Humans,DB00340; DB11855
931,405,Muscarinic acetylcholine receptor M4,CHRM4,Humans,DB00340; DB11855
932,247,Muscarinic acetylcholine receptor M5,CHRM5,Humans,DB00340; DB11855
933,1132,Protein kinase C alpha type,PRKCA,Humans,DB00675
934,872,Protein kinase C beta type,PRKCB,Humans,DB00675
935,2417,Protein kinase C delta type,PRKCD,Humans,DB00675
936,3431,Protein kinase C epsilon type,PRKCE,Humans,DB00675
937,4830,Protein kinase C gamma type,PRKCG,Humans,DB00675
938,3889,Protein kinase C iota type,PRKCI,Humans,DB00675
939,1385,Protein kinase C theta type,PRKCQ,Humans,DB00675
940,4831,Protein kinase C zeta type,PRKCZ,Humans,DB00675
941,141,Sodium channel protein type 1 subunit alpha,SCN1A,Humans,DB00907; DB05541; DB13269
942,177,Sodium channel protein type 10 subunit alpha,SCN10A,Humans,DB00907; DB05541; DB13269
943,192,Sodium channel protein type 11 subunit alpha,SCN11A,Humans,DB00907; DB05541; DB13269
944,2081,Sodium channel protein type 2 subunit alpha,SCN2A,Humans,DB00907; DB05541; DB13269
945,2082,Sodium channel protein type 3 subunit alpha,SCN3A,Humans,DB00907; DB05541; DB13269
946,2083,Sodium channel protein type 4 subunit alpha,SCN4A,Humans,DB00907; DB05541; DB13269
947,197,Sodium channel protein type 5 subunit alpha,SCN5A,Humans,DB00907; DB05541; DB13269
948,4833,Sodium channel protein type 7 subunit alpha,SCN7A,Humans,DB00907; DB05541; DB13269
949,2084,Sodium channel protein type 8 subunit alpha,SCN8A,Humans,DB00907; DB05541; DB13269
950,1143,Sodium channel protein type 9 subunit alpha,SCN9A,Humans,DB00907; DB05541; DB13269
951,3635,Sodium channel subunit beta-1,SCN1B,Humans,DB00907; DB05541; DB13269
952,3636,Sodium channel subunit beta-2,SCN2B,Humans,DB00907; DB05541; DB13269
953,3637,Sodium channel subunit beta-3,SCN3B,Humans,DB00907; DB05541; DB13269
954,3638,Sodium channel subunit beta-4,SCN4B,Humans,DB00907; DB05541; DB13269
955,679,Voltage-dependent calcium channel gamma-1 subunit,CACNG1,Humans,DB00228; DB11148
956,5033,Voltage-dependent calcium channel gamma-2 subunit,CACNG2,Humans,DB00228; DB11148
957,9289,Voltage-dependent calcium channel gamma-3 subunit,CACNG3,Humans,DB00228; DB11148
958,9287,Voltage-dependent calcium channel gamma-4 subunit,CACNG4,Humans,DB00228; DB11148
959,9286,Voltage-dependent calcium channel gamma-5 subunit,CACNG5,Humans,DB00228; DB11148
960,9290,Voltage-dependent calcium channel gamma-6 subunit,CACNG6,Humans,DB00228; DB11148
961,9285,Voltage-dependent calcium channel gamma-7 subunit,CACNG7,Humans,DB00228; DB11148
962,9288,Voltage-dependent calcium channel gamma-8 subunit,CACNG8,Humans,DB00228; DB11148
963,691,Voltage-dependent calcium channel subunit alpha-2/delta-1,CACNA2D1,Humans,DB00228; DB11148
964,2396,Voltage-dependent calcium channel subunit alpha-2/delta-2,CACNA2D2,Humans,DB00228; DB11148
965,3563,Voltage-dependent calcium channel subunit alpha-2/delta-3,CACNA2D3,Humans,DB00228; DB11148
966,9284,Voltage-dependent calcium channel subunit alpha-2/delta-4,CACNA2D4,Humans,DB00228; DB11148
967,430,Voltage-dependent L-type calcium channel subunit alpha-1C,CACNA1C,Humans,DB00228; DB11148
968,2359,Voltage-dependent L-type calcium channel subunit alpha-1D,CACNA1D,Humans,DB00228; DB11148
969,2357,Voltage-dependent L-type calcium channel subunit alpha-1F,CACNA1F,Humans,DB00228; DB11148
970,2355,Voltage-dependent L-type calcium channel subunit alpha-1S,CACNA1S,Humans,DB00228; DB11148
971,303,Voltage-dependent L-type calcium channel subunit beta-1,CACNB1,Humans,DB00228; DB11148
972,2354,Voltage-dependent L-type calcium channel subunit beta-2,CACNB2,Humans,DB00228; DB11148
973,2358,Voltage-dependent L-type calcium channel subunit beta-3,CACNB3,Humans,DB00228; DB11148
974,2356,Voltage-dependent L-type calcium channel subunit beta-4,CACNB4,Humans,DB00228; DB11148
975,2226,Voltage-dependent N-type calcium channel subunit alpha-1B,CACNA1B,Humans,DB00228; DB11148
976,356,Voltage-dependent P/Q-type calcium channel subunit alpha-1A,CACNA1A,Humans,DB00228; DB11148
977,5024,Voltage-dependent R-type calcium channel subunit alpha-1E,CACNA1E,Humans,DB00228; DB11148
978,483,Voltage-dependent T-type calcium channel subunit alpha-1G,CACNA1G,Humans,DB00228; DB11148
979,864,Voltage-dependent T-type calcium channel subunit alpha-1H,CACNA1H,Humans,DB00228; DB11148
980,12,Voltage-dependent T-type calcium channel subunit alpha-1I,CACNA1I,Humans,DB00228; DB11148
981,2387,Nuclear factor NF-kappa-B p100 subunit,NFKB2,Humans,DB13751
982,1086,Nuclear factor NF-kappa-B p105 subunit,NFKB1,Humans,DB13751
983,644,ATP-sensitive inward rectifier potassium channel 1,KCNJ1,Humans,DB00867; DB11148
984,4840,ATP-sensitive inward rectifier potassium channel 10,KCNJ10,Humans,DB00867; DB11148
985,708,ATP-sensitive inward rectifier potassium channel 11,KCNJ11,Humans,DB00867; DB11148
986,1131,ATP-sensitive inward rectifier potassium channel 12,KCNJ12,Humans,DB00867; DB11148
987,4842,ATP-sensitive inward rectifier potassium channel 14,KCNJ14,Humans,DB00867; DB11148
988,4841,ATP-sensitive inward rectifier potassium channel 15,KCNJ15,Humans,DB00867; DB11148
989,2441,ATP-sensitive inward rectifier potassium channel 8,KCNJ8,Humans,DB00867; DB11148
990,553,Calcium-activated potassium channel subunit alpha-1,KCNMA1,Humans,DB00867; DB09089
991,4422,Calcium-activated potassium channel subunit beta-1,KCNMB1,Humans,DB00867; DB09089
992,3196,Calcium-activated potassium channel subunit beta-2,KCNMB2,Humans,DB00867; DB09089
993,4423,Calcium-activated potassium channel subunit beta-3,KCNMB3,Humans,DB00867; DB09089
994,4424,Calcium-activated potassium channel subunit beta-4,KCNMB4,Humans,DB00867; DB09089
995,415,Intermediate conductance calcium-activated potassium channel protein 4,KCNN4,Humans,DB00867; DB09089
996,4425,Small conductance calcium-activated potassium channel protein 1,KCNN1,Humans,DB00867; DB09089
997,4426,Small conductance calcium-activated potassium channel protein 2,KCNN2,Humans,DB00867; DB09089
998,4427,Small conductance calcium-activated potassium channel protein 3,KCNN3,Humans,DB00867; DB09089
999,677,5'-AMP-activated protein kinase catalytic subunit alpha-1,PRKAA1,Humans,DB00131
1000,4843,5'-AMP-activated protein kinase catalytic subunit alpha-2,PRKAA2,Humans,DB00131
1001,254,5'-AMP-activated protein kinase subunit beta-1,PRKAB1,Humans,DB00131
1002,774,5'-AMP-activated protein kinase subunit beta-2,PRKAB2,Humans,DB00131
1003,4844,5'-AMP-activated protein kinase subunit gamma-1,PRKAG1,Humans,DB00131
1004,4845,5'-AMP-activated protein kinase subunit gamma-2,PRKAG2,Humans,DB00131
1005,4846,5'-AMP-activated protein kinase subunit gamma-3,PRKAG3,Humans,DB00131
1006,2198,Amine oxidase [flavin-containing] A,MAOA,Humans,DB00182; DB01168
1007,2196,Amine oxidase [flavin-containing] B,MAOB,Humans,DB00182; DB01168
1008,365,"Glutamate receptor ionotropic, NMDA 1",GRIN1,Humans,DB00193; DB00333
1009,760,"Glutamate receptor ionotropic, NMDA 2A",GRIN2A,Humans,DB00193; DB00333
1010,417,"Glutamate receptor ionotropic, NMDA 2B",GRIN2B,Humans,DB00193; DB00333
1011,454,"Glutamate receptor ionotropic, NMDA 2C",GRIN2C,Humans,DB00193; DB00333
1012,396,"Glutamate receptor ionotropic, NMDA 2D",GRIN2D,Humans,DB00193; DB00333
1013,641,"Glutamate receptor ionotropic, NMDA 3A",GRIN3A,Humans,DB00193; DB00333
1014,534,"Glutamate receptor ionotropic, NMDA 3B",GRIN3B,Humans,DB00193; DB00333
1015,5220,Ryanodine receptor 2,RYR2,Humans,DB09085
1016,5489,Platelet-activating factor receptor,PTAFR,Humans,DB11614
1017,5629,5HT3 serotonin receptor,HTR3A,Humans,DB00370
1018,5840,P2X purinoceptor 4,P2RX4,Humans,DB09119; DB14575
1019,5907,Interleukin-17A,IL17A,Humans,DB09029; DB11569; DB12917
1020,5908,Orexin receptor type 1,HCRTR1,Humans,DB09034; DB11951; DB15031
1021,5909,Orexin receptor type 2,HCRTR2,Humans,DB09034; DB11951; DB15031
1025,8753,Proprotein convertase subtilisin/kexin type 9,PCSK9,Humans,DB09302; DB09303; DB14901
1031,8760,Sphingosine 1-phosphate receptor 1,S1PR1,Humans,DB08868; DB12016; DB12612
1034,8765,Thyrotropin-releasing hormone receptor,TRHR,Humans,DB09421
1036,8767,Vesicle monoamine transporter type 2,SLC18A2,Humans,DB00182; DB11915
1037,981,Interleukin-12 subunit beta,IL12B,Humans,DB05679; DB14004; DB14762
1038,3415,Interleukin-23 subunit alpha,IL23A,Humans,DB05679; DB14004; DB14762
1039,2365,Histone deacetylase 1,HDAC1,Humans,DB05015; DB06603
1040,3526,Histone deacetylase 10,HDAC10,Humans,DB05015; DB06603
1041,8799,Histone deacetylase 11,HDAC11,Humans,DB05015; DB06603
1042,2366,Histone deacetylase 2,HDAC2,Humans,DB05015; DB06603
1043,2367,Histone deacetylase 3,HDAC3,Humans,DB05015; DB06603
1044,3523,Histone deacetylase 4,HDAC4,Humans,DB05015; DB06603
1045,3524,Histone deacetylase 5,HDAC5,Humans,DB05015; DB06603
1046,2368,Histone deacetylase 6,HDAC6,Humans,DB05015; DB06603
1047,3525,Histone deacetylase 7,HDAC7,Humans,DB05015; DB06603
1048,1608,Histone deacetylase 8,HDAC8,Humans,DB05015; DB06603
1049,881,Histone deacetylase 9,HDAC9,Humans,DB05015; DB06603
1050,795,Gamma-aminobutyric acid receptor subunit alpha-1,GABRA1,Humans,DB00186; DB00349; DB00404; DB00475; DB00628; DB00683; DB00690; DB00829; DB00842; DB00897; DB01068; DB01215; DB01544; DB01558; DB01559; DB01587; DB01588; DB01589; DB01595; DB12404; DB13872
1051,381,Gamma-aminobutyric acid receptor subunit alpha-2,GABRA2,Humans,DB00186; DB00349; DB00404; DB00475; DB00628; DB00683; DB00690; DB00829; DB00842; DB00897; DB01068; DB01215; DB01544; DB01558; DB01559; DB01587; DB01588; DB01589; DB01595; DB12404; DB13872
1052,523,Gamma-aminobutyric acid receptor subunit alpha-3,GABRA3,Humans,DB00186; DB00349; DB00404; DB00475; DB00628; DB00683; DB00690; DB00829; DB00842; DB00897; DB01068; DB01215; DB01544; DB01558; DB01559; DB01587; DB01588; DB01589; DB01595; DB12404; DB13872
1053,471,Gamma-aminobutyric acid receptor subunit alpha-5,GABRA5,Humans,DB00186; DB00349; DB00404; DB00475; DB00628; DB00683; DB00690; DB00829; DB00842; DB00897; DB01068; DB01215; DB01544; DB01558; DB01559; DB01587; DB01588; DB01589; DB01595; DB12404; DB13872
1054,3593,Gamma-aminobutyric acid receptor subunit gamma-1,GABRG1,Humans,DB00186; DB00349; DB00404; DB00475; DB00628; DB00683; DB00690; DB00829; DB00842; DB00897; DB01068; DB01215; DB01544; DB01558; DB01559; DB01587; DB01588; DB01589; DB01595; DB12404; DB13872
1055,3592,Gamma-aminobutyric acid receptor subunit gamma-2,GABRG2,Humans,DB00186; DB00349; DB00404; DB00475; DB00628; DB00683; DB00690; DB00829; DB00842; DB00897; DB01068; DB01215; DB01544; DB01558; DB01559; DB01587; DB01588; DB01589; DB01595; DB12404; DB13872
1056,3594,Gamma-aminobutyric acid receptor subunit gamma-3,GABRG3,Humans,DB00186; DB00349; DB00404; DB00475; DB00628; DB00683; DB00690; DB00829; DB00842; DB00897; DB01068; DB01215; DB01544; DB01558; DB01559; DB01587; DB01588; DB01589; DB01595; DB12404; DB13872
1057,207,ATP-binding cassette sub-family C member 8,ABCC8,Humans,DB00839; DB01016
1058,708,ATP-sensitive inward rectifier potassium channel 11,KCNJ11,Humans,DB00839; DB01016
1060,430,Voltage-dependent L-type calcium channel subunit alpha-1C,CACNA1C,Humans,DB00252; DB00653; DB00825; DB09089; DB09236; DB09238
1061,2359,Voltage-dependent L-type calcium channel subunit alpha-1D,CACNA1D,Humans,DB00252; DB00653; DB00825; DB09089; DB09236; DB09238
1062,2357,Voltage-dependent L-type calcium channel subunit alpha-1F,CACNA1F,Humans,DB00252; DB00653; DB00825; DB09089; DB09236; DB09238
1063,2355,Voltage-dependent L-type calcium channel subunit alpha-1S,CACNA1S,Humans,DB00252; DB00653; DB00825; DB09089; DB09236; DB09238
1064,303,Voltage-dependent L-type calcium channel subunit beta-1,CACNB1,Humans,DB00252; DB00653; DB00825; DB09089; DB09236; DB09238
1065,2354,Voltage-dependent L-type calcium channel subunit beta-2,CACNB2,Humans,DB00252; DB00653; DB00825; DB09089; DB09236; DB09238
1066,2358,Voltage-dependent L-type calcium channel subunit beta-3,CACNB3,Humans,DB00252; DB00653; DB00825; DB09089; DB09236; DB09238
1067,2356,Voltage-dependent L-type calcium channel subunit beta-4,CACNB4,Humans,DB00252; DB00653; DB00825; DB09089; DB09236; DB09238
1068,356,Voltage-dependent P/Q-type calcium channel subunit alpha-1A,CACNA1A,Humans,DB00252; DB00653; DB00825; DB09089; DB09236; DB09238
1069,483,Voltage-dependent T-type calcium channel subunit alpha-1G,CACNA1G,Humans,DB09238
1070,864,Voltage-dependent T-type calcium channel subunit alpha-1H,CACNA1H,Humans,DB09238
1071,12,Voltage-dependent T-type calcium channel subunit alpha-1I,CACNA1I,Humans,DB09238
1072,8876,Diacylglycerol O-acyltransferase 2,DGAT2,Humans,DB09568; DB13961
1073,4796,Transferrin receptor protein 1,TFRC,Humans,DB13949; DB14520
1074,5896,Apolipoprotein C-III,APOC3,Humans,DB15067
1075,8893,Alpha-actinin-1,ACTN1,Humans,DB06773
1076,8894,Annexin A4,ANXA4,Humans,DB00591
1077,8908,Prostate-specific antigen,KLK3,Humans,DB16019; DB16778
1078,8934,Calcitonin gene-related peptide type 1 receptor,CALCRL,Humans,DB12457; DB15328; DB16098
1079,8988,"Keratin, type II cytoskeletal 2 epidermal",KRT2,Humans,DB11157
1080,9000,Coagulation factor XIII B chain,F13B,Humans,DB09310; DB11300; DB11571
1082,9144,Survival motor neuron protein,SMN2,Humans,DB13161
1087,9161,Retinoid isomerohydrolase,RPE65,Humans,DB13932
1088,9282,Bone morphogenetic protein receptor type-1A,BMPR1A,Humans,DB11639
1089,9283,Somatostatin receptor type 4,SSTR4,Humans,DB09099; DB13985
1090,9291,Nucleotide-binding oligomerization domain-containing protein 2,NOD2,Humans,DB13615
1091,9292,Bone morphogenetic protein receptor type-2,BMPR2,Humans,DB11639
1094,9300,Thyroxine 5-deiodinase,DIO3,Humans,DB09333
1095,9301,Macrophage mannose receptor 1,MRC1,Humans,DB09266
1096,9308,Fibroblast growth factor 23,FGF23,Humans,DB14012
1097,9309,Sodium/iodide cotransporter,SLC5A5,Humans,DB05382; DB09418
1106,20,D(1A) dopamine receptor,DRD1,Humans,DB01049; DB11275; DB13345
1107,145,D(1B) dopamine receptor,DRD5,Humans,DB01049; DB11275; DB13345
1108,756,D(2) dopamine receptor,DRD2,Humans,DB01049; DB11275; DB13345
1109,581,D(3) dopamine receptor,DRD3,Humans,DB01049; DB11275; DB13345
1110,389,D(4) dopamine receptor,DRD4,Humans,DB01049; DB11275; DB13345
1111,349,Potassium-transporting ATPase alpha chain 1,ATP4A,Humans,DB11739
1112,619,Potassium-transporting ATPase subunit beta,ATP4B,Humans,DB11739
1113,9366,Tyrosine-protein kinase receptor UFO,AXL,Humans,DB12141
1114,9444,Macrophage-stimulating protein receptor,MST1R,Humans,DB08865
1115,9455,NT-3 growth factor receptor,NTRK3,Humans,DB11986; DB14723
1116,9488,Proto-oncogene tyrosine-protein kinase ROS,ROS1,Humans,DB08865; DB11986
1117,9500,Gastrin,GAST,Humans,DB12532
1121,9508,Histone-lysine N-methyltransferase EZH2,EZH2,Humans,DB12887
1122,5024,Voltage-dependent R-type calcium channel subunit alpha-1E,CACNA1E,Humans,DB00555
1123,90,Potassium voltage-gated channel subfamily H member 2,KCNH2,Humans,DB01118
1124,462,Potassium voltage-gated channel subfamily H member 6,KCNH6,Humans,DB01118
1125,699,Potassium voltage-gated channel subfamily H member 7,KCNH7,Humans,DB01118
1126,1131,ATP-sensitive inward rectifier potassium channel 12,KCNJ12,Humans,DB04855
1127,4842,ATP-sensitive inward rectifier potassium channel 14,KCNJ14,Humans,DB04855
1128,9677,Inward rectifier potassium channel 2,KCNJ2,Humans,DB04855
1129,5112,Inward rectifier potassium channel 4,KCNJ4,Humans,DB04855
1130,9557,Sclerostin,SOST,Humans,DB11866
1131,9589,Endothelial PAS domain-containing protein 1,EPAS1,Humans,DB15463
1132,9598,B-cell antigen receptor complex-associated protein beta chain,CD79B,Humans,DB12240
1134,9604,Melanocortin receptor 4,MC4R,Humans,DB11700
1135,9643,Exportin-1,XPO1,Humans,DB11942
1136,9650,Phosphodiesterase isozyme 4,PDE4A,Humans,DB05676
1140,9779,Pepsin A-5,PGA5,Humans,DB00364
1141,141,Sodium channel protein type 1 subunit alpha,SCN1A,Humans,DB00273; DB00555; DB00564; DB01161; DB09085; DB09088; DB09342; DB09345
1142,177,Sodium channel protein type 10 subunit alpha,SCN10A,Humans,DB00273; DB00555; DB00564; DB01161; DB09085; DB09088; DB09342; DB09345
1143,192,Sodium channel protein type 11 subunit alpha,SCN11A,Humans,DB00273; DB00555; DB00564; DB01161; DB09085; DB09088; DB09342; DB09345
1144,2081,Sodium channel protein type 2 subunit alpha,SCN2A,Humans,DB00273; DB00555; DB00564; DB01161; DB09085; DB09088; DB09342; DB09345
1145,2082,Sodium channel protein type 3 subunit alpha,SCN3A,Humans,DB00273; DB00555; DB00564; DB01161; DB09085; DB09088; DB09342; DB09345
1146,2083,Sodium channel protein type 4 subunit alpha,SCN4A,Humans,DB00273; DB00555; DB00564; DB01161; DB09085; DB09088; DB09342; DB09345
1147,197,Sodium channel protein type 5 subunit alpha,SCN5A,Humans,DB00273; DB00555; DB00564; DB01161; DB09085; DB09088; DB09342; DB09345
1148,4833,Sodium channel protein type 7 subunit alpha,SCN7A,Humans,DB00273; DB00555; DB00564; DB01161; DB09085; DB09088; DB09342; DB09345
1149,2084,Sodium channel protein type 8 subunit alpha,SCN8A,Humans,DB00273; DB00555; DB00564; DB01161; DB09085; DB09088; DB09342; DB09345
1150,1143,Sodium channel protein type 9 subunit alpha,SCN9A,Humans,DB00273; DB00555; DB00564; DB01161; DB09085; DB09088; DB09342; DB09345
1151,430,Voltage-dependent L-type calcium channel subunit alpha-1C,CACNA1C,Humans,DB00273
1152,2359,Voltage-dependent L-type calcium channel subunit alpha-1D,CACNA1D,Humans,DB00273
1153,2357,Voltage-dependent L-type calcium channel subunit alpha-1F,CACNA1F,Humans,DB00273
1154,2355,Voltage-dependent L-type calcium channel subunit alpha-1S,CACNA1S,Humans,DB00273
1155,303,Voltage-dependent L-type calcium channel subunit beta-1,CACNB1,Humans,DB00273
1156,2354,Voltage-dependent L-type calcium channel subunit beta-2,CACNB2,Humans,DB00273
1157,2358,Voltage-dependent L-type calcium channel subunit beta-3,CACNB3,Humans,DB00273
1158,2356,Voltage-dependent L-type calcium channel subunit beta-4,CACNB4,Humans,DB00273
1168,9845,Sodium/hydrogen exchanger 3,SLC9A3,Humans,DB11761
1169,9937,C-C chemokine receptor type 4,CCR4,Humans,DB12498
1170,3323,"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1B",PDE1B,Humans,DB00201
1171,1287,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D",PDE4D,Humans,DB00201
1172,1223,"cGMP-inhibited 3',5'-cyclic phosphodiesterase B",PDE3B,Humans,DB00201
1173,182,"cGMP-specific 3',5'-cyclic phosphodiesterase",PDE5A,Humans,DB00201
1174,346,"Glutamate receptor ionotropic, kainate 1",GRIK1,Humans,DB00273
1175,826,"Glutamate receptor ionotropic, kainate 2",GRIK2,Humans,DB00273
1176,832,"Glutamate receptor ionotropic, kainate 3",GRIK3,Humans,DB00273
1177,827,"Glutamate receptor ionotropic, kainate 4",GRIK4,Humans,DB00273
1178,828,"Glutamate receptor ionotropic, kainate 5",GRIK5,Humans,DB00273
1179,9951,Dystrophin,DMD,Humans,DB15593
1182,10134,ATP-citrate synthase,ACLY,Humans,DB11936
1183,10173,Sphingosine 1-phosphate receptor 3,S1PR3,Humans,DB08868
1184,10272,Tumor-associated calcium signal transducer 2,TACSTD2,Humans,DB12893
1185,411,Neuronal acetylcholine receptor subunit alpha-10,CHRNA10,Humans,DB00202; DB00565
1186,738,Neuronal acetylcholine receptor subunit alpha-2,CHRNA2,Humans,DB00202; DB00565
1187,3585,Neuronal acetylcholine receptor subunit alpha-3,CHRNA3,Humans,DB00202; DB00565
1188,849,Neuronal acetylcholine receptor subunit alpha-4,CHRNA4,Humans,DB00202; DB00565
1189,3586,Neuronal acetylcholine receptor subunit alpha-5,CHRNA5,Humans,DB00202; DB00565
1190,3587,Neuronal acetylcholine receptor subunit alpha-6,CHRNA6,Humans,DB00202; DB00565
1191,2341,Neuronal acetylcholine receptor subunit alpha-7,CHRNA7,Humans,DB00202; DB00565
1192,2343,Neuronal acetylcholine receptor subunit alpha-9,CHRNA9,Humans,DB00202; DB00565
1193,850,Neuronal acetylcholine receptor subunit beta-2,CHRNB2,Humans,DB00202; DB00565
1194,3588,Neuronal acetylcholine receptor subunit beta-3,CHRNB3,Humans,DB00202; DB00565
1195,3584,Neuronal acetylcholine receptor subunit beta-4,CHRNB4,Humans,DB00202; DB00565
1196,1133,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A",PDE4A,Humans,DB01427; DB01656
1197,487,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",PDE4B,Humans,DB01427; DB01656
1198,2353,"cAMP-specific 3',5'-cyclic phosphodiesterase 4C",PDE4C,Humans,DB01427; DB01656
1199,1287,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D",PDE4D,Humans,DB01427; DB01656
1200,267,Carbonic anhydrase 1,CA1,Humans,DB00562; DB00606
1201,3633,Carbonic anhydrase 13,CA13,Humans,DB00562; DB00606
1202,3634,Carbonic anhydrase 14,CA14,Humans,DB00562; DB00606
1203,322,Carbonic anhydrase 2,CA2,Humans,DB00562; DB00606
1204,3625,Carbonic anhydrase 3,CA3,Humans,DB00562; DB00606
1205,535,Carbonic anhydrase 4,CA4,Humans,DB00562; DB00606
1206,3626,"Carbonic anhydrase 5A, mitochondrial",CA5A,Humans,DB00562; DB00606
1207,3627,"Carbonic anhydrase 5B, mitochondrial",CA5B,Humans,DB00562; DB00606
1208,3628,Carbonic anhydrase 6,CA6,Humans,DB00562; DB00606
1209,3629,Carbonic anhydrase 7,CA7,Humans,DB00562; DB00606
1210,2437,Carbonic anhydrase 9,CA9,Humans,DB00562; DB00606
1211,10382,Mitochondrial potassium channel,CCDC51,Humans,DB01236
1212,10385,Integrin alpha-X,ITGAX,Humans,DB00095
1213,10388,Plasma membrane calcium-transporting ATPase 1,ATP2B1,Humans,DB01159
1214,10391,Plasma membrane calcium-transporting ATPase 2,ATP2B2,Humans,DB01159
1215,10394,Plasma membrane calcium-transporting ATPase 3,ATP2B3,Humans,DB01159
1216,10397,Plasma membrane calcium-transporting ATPase 4,ATP2B4,Humans,DB01159
1219,10143,Sodium-coupled neutral amino acid transporter 1,SLC38A1,Humans,DB00174
1220,10146,Sodium-coupled neutral amino acid transporter 2,SLC38A2,Humans,DB00174
1221,285,Sodium-coupled neutral amino acid transporter 3,SLC38A3,Humans,DB00174
1222,10406,Sodium-coupled neutral amino acid transporter 4,SLC38A4,Humans,DB00174
1223,218,Calcium-transporting ATPase type 2C member 1,ATP2C1,Humans,DB01189; DB01236
1224,10424,Calcium-transporting ATPase type 2C member 2,ATP2C2,Humans,DB01189; DB01236
1225,10388,Plasma membrane calcium-transporting ATPase 1,ATP2B1,Humans,DB01189; DB01236
1226,10391,Plasma membrane calcium-transporting ATPase 2,ATP2B2,Humans,DB01189; DB01236
1227,10394,Plasma membrane calcium-transporting ATPase 3,ATP2B3,Humans,DB01189; DB01236
1228,10397,Plasma membrane calcium-transporting ATPase 4,ATP2B4,Humans,DB01189; DB01236
1229,3888,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,ATP2A1,Humans,DB01189; DB01236
1230,3477,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2,ATP2A2,Humans,DB01189; DB01236
1231,10441,Tumor necrosis factor receptor superfamily member 17,TNFRSF17,Humans,DB16655; DB16665; DB16738
1239,10495,Angiopoietin-2,ANGPT2,Humans,DB15303
1240,10498,Guanylate cyclase soluble subunit beta-1,GUCY1B1,Humans,DB15456
1241,10523,Angiopoietin-related protein 3,ANGPTL3,Humans,DB15354
1242,10568,Molybdopterin synthase catalytic subunit,MOCS2,Humans,DB16628
1243,10614,Alpha globin,HBA1,Humans,DB16900
1244,10624,Guanylate cyclase soluble subunit alpha-1,GUCY1A1,Humans,DB09401
1245,3578,Guanylate cyclase soluble subunit alpha-2,GUCY1A2,Humans,DB09401
1246,10498,Guanylate cyclase soluble subunit beta-1,GUCY1B1,Humans,DB09401
1247,10629,Guanylate cyclase soluble subunit beta-2,GUCY1B2,Humans,DB09401
1249,17,Prostaglandin G/H synthase 1,PTGS1,Humans,DB00328
1250,262,Prostaglandin G/H synthase 2,PTGS2,Humans,DB00328
1251,10744,C5a anaphylatoxin chemotactic receptor 1,C5AR1,Humans,DB15011
